date,fpo,produce,temperature,humidity,harvest_volume_kg,market_price,storage_days,storage_capacity_kg,storage_demand_kg,utilization_pct,spoilage_risk,future_market_price,storage_cost_per_kg,potential_revenue,decision
2025-05-29 10:00:00,FPO_Nagpur,Mango,34.21,95.0,225,59.95,2,2000,234.62,11.73,LOW,60.21,3.99,13548.07,SELL NOW
2025-05-29 11:00:00,FPO_Surat,Potato,17.67,80.35,651,21.02,13,500,500.0,100.0,MEDIUM,20.68,3.73,13459.67,SELL NOW
2025-05-29 12:00:00,FPO_Lucknow,Mango,28.62,50.14,305,67.6,3,2000,268.83,13.44,LOW,62.02,2.54,18915.35,SELL NOW
2025-05-29 13:00:00,FPO_Nagpur,Cabbage,27.5,82.59,439,31.04,14,2000,713.2,35.66,MEDIUM,30.98,4.08,13601.76,SELL NOW
2025-05-29 14:00:00,FPO_Jaipur,Onion,28.55,68.82,1641,28.81,13,2500,1533.93,61.36,MEDIUM,28.09,3.52,46102.15,SELL NOW
2025-05-29 15:00:00,FPO_Karnal,Tomato,36.3,93.4,531,22.12,3,2000,354.58,17.73,MEDIUM,31.07,4.51,16498.47,STORE
2025-05-29 16:00:00,FPO_Nashik,Onion,23.05,79.14,1111,21.18,1,2000,693.79,34.69,LOW,22.19,3.17,24655.61,SELL NOW
2025-05-29 17:00:00,FPO_Surat,Tomato,36.31,72.26,1265,22.76,13,2500,1089.59,43.58,MEDIUM,23.81,2.13,30125.91,SELL NOW
2025-05-29 18:00:00,FPO_Jaipur,Cabbage,17.44,71.41,844,26.61,14,2000,1153.02,57.65,LOW,30.65,3.72,25872.14,STORE
2025-05-29 19:00:00,FPO_Indore,Onion,31.9,47.17,1779,29.26,11,2500,1295.45,51.82,LOW,39.1,2.03,69550.38,STORE
2025-05-29 20:00:00,FPO_Surat,Onion,36.86,57.32,234,25.32,3,1000,188.79,18.88,LOW,35.05,4.87,8200.99,STORE
2025-05-29 21:00:00,FPO_Ahmedabad,Potato,15.0,68.13,1075,20.04,8,2000,1240.85,62.04,LOW,34.99,3.96,37619.49,STORE
2025-05-29 22:00:00,FPO_Karnal,Apple,27.79,44.42,1570,108.58,6,500,500.0,100.0,LOW,104.58,4.15,164194.98,SELL NOW
2025-05-29 23:00:00,FPO_Ahmedabad,Cabbage,27.3,72.01,583,30.6,5,1500,391.93,26.13,LOW,34.42,3.88,20065.27,STORE
2025-05-30 00:00:00,FPO_Nagpur,Mango,28.43,53.85,1736,68.76,10,1000,1000.0,100.0,MEDIUM,71.24,1.84,123677.55,SELL NOW
2025-05-30 01:00:00,FPO_Karnal,Cabbage,38.27,59.1,1961,21.55,12,2000,1613.92,80.7,HIGH,15.43,3.13,30265.94,SELL NOW
2025-05-30 02:00:00,FPO_Surat,Mango,23.42,75.66,1010,64.03,9,500,500.0,100.0,MEDIUM,61.2,3.78,61811.99,SELL NOW
2025-05-30 03:00:00,FPO_Lucknow,Mango,20.89,56.66,1511,63.52,14,1500,1500.0,100.0,MEDIUM,71.07,2.3,107381.61,STORE
2025-05-30 04:00:00,FPO_Jaipur,Tomato,28.47,72.04,947,35.34,7,2500,677.85,27.11,LOW,40.98,3.88,38803.59,STORE
2025-05-30 05:00:00,FPO_Lucknow,Mango,34.75,67.17,1158,60.06,6,2000,879.1,43.96,LOW,65.65,4.37,76026.79,SELL NOW
2025-05-30 06:00:00,FPO_Surat,Mango,31.35,49.12,1256,56.09,5,2500,982.36,39.29,LOW,61.32,2.46,77022.31,SELL NOW
2025-05-30 07:00:00,FPO_Nagpur,Potato,28.21,78.22,294,17.49,5,1000,219.92,21.99,LOW,12.07,2.2,3548.19,SELL NOW
2025-05-30 08:00:00,FPO_Ahmedabad,Onion,26.62,78.99,1219,29.93,10,1500,1154.64,76.98,MEDIUM,27.44,4.59,33453.85,SELL NOW
2025-05-30 09:00:00,FPO_Karnal,Cabbage,15.96,79.81,404,25.39,9,1500,676.32,45.09,LOW,25.71,1.52,10385.0,SELL NOW
2025-05-30 10:00:00,FPO_Lucknow,Cabbage,31.52,93.62,1844,26.36,13,2500,1742.97,69.72,HIGH,33.51,2.4,61795.77,SELL NOW
2025-05-30 11:00:00,FPO_Surat,Mango,32.23,58.83,1033,53.02,10,2500,873.21,34.93,LOW,56.68,2.92,58549.54,SELL NOW
2025-05-30 12:00:00,FPO_Lucknow,Apple,23.85,35.76,229,106.47,6,1000,132.54,13.25,LOW,113.99,3.85,26103.8,SELL NOW
2025-05-30 13:00:00,FPO_Surat,Cabbage,25.21,55.14,465,18.24,12,500,433.56,86.71,LOW,31.02,4.99,14422.15,STORE
2025-05-30 14:00:00,FPO_Ahmedabad,Mango,21.71,79.39,222,66.45,11,2000,726.31,36.32,LOW,61.51,2.8,13654.93,SELL NOW
2025-05-30 15:00:00,FPO_Karnal,Tomato,33.21,63.78,808,26.39,4,500,500.0,100.0,MEDIUM,28.79,4.82,23261.21,SELL NOW
2025-05-30 16:00:00,FPO_Jaipur,Tomato,25.8,43.93,238,37.23,4,1500,217.61,14.51,LOW,39.65,2.78,9437.42,SELL NOW
2025-05-30 17:00:00,FPO_Ahmedabad,Tomato,27.1,39.75,372,19.27,12,2000,559.1,27.95,LOW,18.13,3.93,6743.23,SELL NOW
2025-05-30 18:00:00,FPO_Lucknow,Mango,31.78,86.31,959,65.88,4,1000,810.58,81.06,MEDIUM,71.08,2.08,68163.85,SELL NOW
2025-05-30 19:00:00,FPO_Jaipur,Potato,29.96,74.13,1636,16.85,11,500,500.0,100.0,HIGH,34.12,3.11,55826.17,SELL NOW
2025-05-30 20:00:00,FPO_Surat,Apple,31.38,57.55,613,94.49,6,500,328.34,65.67,LOW,92.75,4.55,56854.33,SELL NOW
2025-05-30 21:00:00,FPO_Jaipur,Mango,29.05,93.24,1897,68.28,1,2000,1137.38,56.87,LOW,74.29,2.62,140931.05,SELL NOW
2025-05-30 22:00:00,FPO_Surat,Potato,29.18,95.0,891,25.76,9,1000,753.1,75.31,HIGH,23.54,1.87,20972.18,SELL NOW
2025-05-30 23:00:00,FPO_Ahmedabad,Potato,29.13,80.52,814,14.61,14,1000,993.06,99.31,HIGH,8.59,3.33,6988.42,SELL NOW
2025-05-31 00:00:00,FPO_Lucknow,Cabbage,30.72,76.33,408,26.01,2,500,336.64,67.33,LOW,25.94,3.04,10584.02,SELL NOW
2025-05-31 01:00:00,FPO_Nagpur,Mango,31.01,72.92,221,67.02,2,500,285.6,57.12,LOW,71.39,2.3,15776.86,SELL NOW
2025-05-31 02:00:00,FPO_Lucknow,Mango,20.65,77.84,204,62.79,5,2500,84.81,5.0,LOW,67.79,4.67,13828.73,SELL NOW
2025-05-31 03:00:00,FPO_Surat,Potato,24.42,94.38,850,22.15,12,2000,926.52,46.33,MEDIUM,34.04,3.61,28935.55,STORE
2025-05-31 04:00:00,FPO_Nashik,Potato,26.78,50.41,413,27.75,12,1000,638.51,63.85,LOW,32.15,2.72,13276.81,STORE
2025-05-31 05:00:00,FPO_Karnal,Potato,30.71,59.91,1895,23.84,11,1500,1500.0,100.0,MEDIUM,26.91,4.99,50997.07,STORE
2025-05-31 06:00:00,FPO_Indore,Cabbage,37.58,64.28,1119,16.7,4,2000,739.56,36.98,LOW,23.87,1.98,26706.61,STORE
2025-05-31 07:00:00,FPO_Nagpur,Mango,23.12,73.61,1106,60.48,3,2500,747.26,29.89,LOW,64.72,4.47,71581.48,SELL NOW
2025-05-31 08:00:00,FPO_Jaipur,Potato,33.27,88.48,1362,24.42,5,2000,989.6,49.48,MEDIUM,27.3,2.31,37185.87,STORE
2025-05-31 09:00:00,FPO_Nagpur,Tomato,24.59,71.19,1880,29.11,7,500,500.0,100.0,MEDIUM,31.21,2.34,58676.71,SELL NOW
2025-05-31 10:00:00,FPO_Karnal,Mango,36.22,74.38,871,57.98,10,2000,677.83,33.89,MEDIUM,64.16,3.24,55880.43,STORE
2025-05-31 11:00:00,FPO_Jaipur,Cabbage,39.47,75.15,1818,27.29,2,2000,1076.04,53.8,LOW,32.93,3.82,59868.07,STORE
2025-05-31 12:00:00,FPO_Karnal,Tomato,17.51,65.35,866,28.92,13,2000,935.76,46.79,LOW,30.6,3.92,26496.75,SELL NOW
2025-05-31 13:00:00,FPO_Jaipur,Onion,26.04,58.76,999,20.04,13,1500,1122.49,74.83,MEDIUM,30.25,1.58,30217.59,STORE
2025-05-31 14:00:00,FPO_Nagpur,Mango,15.0,66.12,516,53.37,6,2500,532.32,21.29,LOW,60.58,2.5,31259.41,STORE
2025-05-31 15:00:00,FPO_Jaipur,Onion,17.86,55.19,992,31.55,4,2000,676.74,33.84,LOW,39.36,3.81,39047.83,STORE
2025-05-31 16:00:00,FPO_Jaipur,Potato,18.23,55.44,775,25.73,2,2000,542.45,27.12,LOW,24.16,4.61,18725.66,SELL NOW
2025-05-31 17:00:00,FPO_Nashik,Cabbage,31.74,70.52,1927,21.11,1,1500,1320.43,88.03,LOW,21.54,3.84,41515.47,SELL NOW
2025-05-31 18:00:00,FPO_Lucknow,Potato,30.62,57.83,1379,25.69,8,1000,1000.0,100.0,MEDIUM,36.27,2.43,50013.7,STORE
2025-05-31 19:00:00,FPO_Lucknow,Cabbage,32.81,92.7,1647,27.5,5,2000,1371.41,68.57,MEDIUM,35.7,3.28,58800.17,STORE
2025-05-31 20:00:00,FPO_Indore,Apple,31.65,67.2,1723,99.05,10,2000,1513.25,75.66,MEDIUM,94.98,3.77,163652.94,SELL NOW
2025-05-31 21:00:00,FPO_Indore,Potato,30.91,85.39,290,24.13,2,1000,192.39,19.24,LOW,28.81,1.97,8355.01,STORE
2025-05-31 22:00:00,FPO_Surat,Onion,28.67,46.32,1877,32.02,8,2000,1423.12,71.16,LOW,39.81,3.41,74728.68,STORE
2025-05-31 23:00:00,FPO_Surat,Cabbage,27.21,46.78,1265,29.38,3,2000,959.65,47.98,LOW,27.25,3.15,34474.26,SELL NOW
2025-06-01 00:00:00,FPO_Surat,Potato,34.12,63.33,960,26.62,7,2000,737.78,36.89,LOW,34.67,2.68,33287.2,STORE
2025-06-01 01:00:00,FPO_Nashik,Mango,28.07,79.05,1518,54.79,2,2500,1093.28,43.73,LOW,58.05,3.68,88115.91,SELL NOW
2025-06-01 02:00:00,FPO_Indore,Cabbage,31.15,57.65,969,21.34,13,500,500.0,100.0,MEDIUM,31.86,3.73,30875.89,STORE
2025-06-01 03:00:00,FPO_Karnal,Cabbage,15.0,63.49,1560,32.38,7,2500,1306.93,52.28,LOW,34.75,4.9,54202.55,SELL NOW
2025-06-01 04:00:00,FPO_Surat,Potato,20.95,80.0,200,26.41,4,1000,316.59,31.66,LOW,22.19,3.0,4437.54,SELL NOW
2025-06-01 05:00:00,FPO_Surat,Apple,33.88,59.18,308,103.19,10,2500,519.41,20.78,LOW,108.84,3.36,33521.2,SELL NOW
2025-06-01 06:00:00,FPO_Nagpur,Potato,23.99,53.64,1127,25.97,1,2500,698.2,27.93,LOW,23.35,2.05,26319.63,SELL NOW
2025-06-01 07:00:00,FPO_Ahmedabad,Onion,19.63,75.63,1348,35.69,5,1500,1142.6,76.17,LOW,35.83,3.42,48295.68,SELL NOW
2025-06-01 08:00:00,FPO_Karnal,Onion,31.85,45.44,1287,30.67,12,1000,1000.0,100.0,MEDIUM,24.58,1.63,31638.66,SELL NOW
2025-06-01 09:00:00,FPO_Surat,Cabbage,28.01,59.4,405,23.1,14,1000,628.46,62.85,MEDIUM,22.06,2.02,8936.17,SELL NOW
2025-06-01 10:00:00,FPO_Surat,Cabbage,25.56,66.71,1638,27.81,12,1000,1000.0,100.0,MEDIUM,37.52,2.1,61463.31,STORE
2025-06-01 11:00:00,FPO_Surat,Potato,37.05,72.94,1049,21.87,13,2500,1105.52,44.22,HIGH,25.6,3.71,26859.06,SELL NOW
2025-06-01 12:00:00,FPO_Ahmedabad,Onion,36.02,77.34,1467,37.75,14,1000,1000.0,100.0,HIGH,39.58,3.49,58069.82,SELL NOW
2025-06-01 13:00:00,FPO_Ahmedabad,Onion,26.87,79.68,789,37.67,4,1500,551.18,36.75,LOW,36.29,4.29,28632.2,SELL NOW
2025-06-01 14:00:00,FPO_Nashik,Apple,32.33,60.46,822,104.45,8,2000,789.55,39.48,LOW,108.49,3.13,89180.14,SELL NOW
2025-06-01 15:00:00,FPO_Karnal,Mango,15.0,79.36,1877,53.62,1,2500,1494.55,59.78,LOW,55.51,3.16,104192.15,SELL NOW
2025-06-01 16:00:00,FPO_Nashik,Apple,34.56,72.59,1439,94.52,2,2000,956.2,47.81,LOW,109.47,2.07,157529.42,STORE
2025-06-01 17:00:00,FPO_Jaipur,Tomato,21.48,75.82,1164,21.42,5,2000,896.9,44.84,LOW,24.54,4.1,28560.47,STORE
2025-06-01 18:00:00,FPO_Ahmedabad,Apple,19.29,55.49,1751,100.93,10,2500,1495.09,59.8,LOW,106.2,1.51,185957.72,SELL NOW
2025-06-01 19:00:00,FPO_Nagpur,Potato,17.29,74.98,1164,26.62,10,2500,1096.5,43.86,LOW,26.44,2.99,30776.4,SELL NOW
2025-06-01 20:00:00,FPO_Indore,Mango,16.82,62.71,1789,58.46,12,1000,1000.0,100.0,LOW,61.37,2.16,109799.66,SELL NOW
2025-06-01 21:00:00,FPO_Nagpur,Potato,34.48,65.72,852,18.77,13,1500,968.64,64.58,MEDIUM,24.08,4.2,20517.68,STORE
2025-06-01 22:00:00,FPO_Indore,Tomato,31.79,67.48,1603,28.52,2,2500,1054.03,42.16,LOW,26.91,3.86,43132.64,SELL NOW
2025-06-01 23:00:00,FPO_Ahmedabad,Mango,23.4,95.0,278,56.08,11,2000,683.06,34.15,MEDIUM,62.05,3.97,17249.07,STORE
2025-06-02 00:00:00,FPO_Ahmedabad,Cabbage,33.13,51.28,614,26.33,1,2500,205.97,8.24,LOW,29.98,2.02,18406.18,STORE
2025-06-02 01:00:00,FPO_Ahmedabad,Onion,24.43,82.84,1676,28.78,6,1500,1291.38,86.09,MEDIUM,20.4,3.84,34195.54,SELL NOW
2025-06-02 02:00:00,FPO_Nashik,Apple,29.94,86.46,1372,96.71,12,500,500.0,100.0,HIGH,103.83,3.92,142460.83,SELL NOW
2025-06-02 03:00:00,FPO_Karnal,Potato,25.11,77.38,838,22.58,13,2000,863.52,43.18,MEDIUM,28.02,1.51,23478.43,STORE
2025-06-02 04:00:00,FPO_Indore,Tomato,27.28,56.97,1893,32.44,13,500,500.0,100.0,MEDIUM,36.63,2.61,69336.95,STORE
2025-06-02 05:00:00,FPO_Karnal,Onion,22.55,90.45,990,22.4,12,500,500.0,100.0,HIGH,22.23,1.81,22009.12,SELL NOW
2025-06-02 06:00:00,FPO_Nashik,Apple,23.44,60.02,1261,100.84,10,1500,1110.43,74.03,LOW,116.17,3.88,146486.44,STORE
2025-06-02 07:00:00,FPO_Nashik,Onion,31.26,75.31,1380,19.51,4,2500,1089.75,43.59,LOW,19.56,2.24,26999.16,SELL NOW
2025-06-02 08:00:00,FPO_Lucknow,Apple,32.23,66.81,532,98.73,5,500,223.93,44.79,LOW,86.78,2.43,46165.41,SELL NOW
2025-06-02 09:00:00,FPO_Nagpur,Cabbage,25.52,59.46,487,28.48,3,1000,387.57,38.76,LOW,34.06,1.77,16588.56,STORE
2025-06-02 10:00:00,FPO_Nagpur,Mango,18.85,73.2,1335,65.11,10,2500,1423.67,56.95,LOW,67.43,3.19,90024.26,SELL NOW
2025-06-02 11:00:00,FPO_Jaipur,Onion,42.83,93.19,1925,27.38,6,2000,1430.9,71.55,HIGH,23.16,1.62,44587.84,SELL NOW
2025-06-02 12:00:00,FPO_Surat,Onion,28.22,68.85,1841,27.32,4,2500,1164.06,46.56,LOW,29.06,4.46,53496.97,SELL NOW
2025-06-02 13:00:00,FPO_Nashik,Onion,29.87,94.68,1314,28.85,13,1500,1500.0,100.0,HIGH,31.51,1.59,41410.14,SELL NOW
2025-06-02 14:00:00,FPO_Indore,Mango,20.43,62.25,1272,54.49,6,1500,1005.41,67.03,LOW,53.71,1.72,68318.4,SELL NOW
2025-06-02 15:00:00,FPO_Lucknow,Tomato,35.29,66.16,360,28.81,13,2000,361.73,18.09,MEDIUM,32.37,3.74,11651.73,STORE
2025-06-02 16:00:00,FPO_Lucknow,Apple,36.21,46.61,1739,94.99,5,2000,1236.74,61.84,LOW,99.76,4.71,173491.01,SELL NOW
2025-06-02 17:00:00,FPO_Surat,Cabbage,17.75,56.63,1625,27.78,11,2000,1388.31,69.42,LOW,30.55,4.62,49645.89,SELL NOW
2025-06-02 18:00:00,FPO_Karnal,Onion,27.39,61.72,1933,26.42,2,1500,1479.65,98.64,LOW,24.8,1.79,47944.98,SELL NOW
2025-06-02 19:00:00,FPO_Surat,Mango,26.92,60.06,519,58.4,4,2500,514.37,20.57,LOW,63.74,2.51,33083.64,SELL NOW
2025-06-02 20:00:00,FPO_Surat,Tomato,42.33,50.6,1123,30.5,2,500,500.0,100.0,LOW,25.41,3.32,28531.25,SELL NOW
2025-06-02 21:00:00,FPO_Surat,Apple,36.66,53.57,563,103.18,5,500,303.04,60.61,LOW,108.21,1.59,60921.87,SELL NOW
2025-06-02 22:00:00,FPO_Nagpur,Mango,19.3,60.7,1665,62.95,3,1000,1000.0,100.0,LOW,67.49,3.35,112374.01,SELL NOW
2025-06-02 23:00:00,FPO_Nashik,Cabbage,23.63,82.8,674,26.32,6,1500,626.12,41.74,LOW,28.24,3.07,19030.92,SELL NOW
2025-06-03 00:00:00,FPO_Jaipur,Cabbage,22.64,42.57,1222,19.57,11,2000,1160.22,58.01,LOW,20.01,3.56,24455.88,SELL NOW
2025-06-03 01:00:00,FPO_Nashik,Apple,30.23,33.77,965,99.84,5,2500,678.95,27.16,LOW,96.7,4.72,93319.72,SELL NOW
2025-06-03 02:00:00,FPO_Karnal,Onion,37.43,38.59,801,29.13,2,1500,545.67,36.38,LOW,29.47,2.46,23604.55,SELL NOW
2025-06-03 03:00:00,FPO_Ahmedabad,Cabbage,28.66,52.29,511,22.9,14,1000,830.77,83.08,MEDIUM,21.83,3.74,11154.58,SELL NOW
2025-06-03 04:00:00,FPO_Surat,Tomato,31.01,74.55,1755,28.37,10,500,500.0,100.0,HIGH,26.33,3.0,46206.73,SELL NOW
2025-06-03 05:00:00,FPO_Nashik,Mango,24.01,59.66,788,55.69,11,2500,992.92,39.72,LOW,52.67,3.02,41503.27,SELL NOW
2025-06-03 06:00:00,FPO_Karnal,Tomato,30.97,59.45,1443,27.83,8,500,500.0,100.0,MEDIUM,37.4,3.77,53962.83,STORE
2025-06-03 07:00:00,FPO_Ahmedabad,Onion,25.17,59.11,1897,28.5,6,2500,1488.4,59.54,LOW,35.32,4.83,67005.16,STORE
2025-06-03 08:00:00,FPO_Ahmedabad,Tomato,18.16,36.83,1720,25.71,9,2000,1427.82,71.39,LOW,40.92,4.52,70390.57,STORE
2025-06-03 09:00:00,FPO_Surat,Tomato,30.59,77.92,542,22.42,3,2500,425.07,17.0,LOW,26.6,3.74,14415.71,STORE
2025-06-03 10:00:00,FPO_Jaipur,Potato,27.94,84.66,1105,16.29,14,2000,1106.34,55.32,HIGH,22.89,3.12,25290.47,SELL NOW
2025-06-03 11:00:00,FPO_Indore,Tomato,21.42,59.97,1850,34.71,11,1500,1500.0,100.0,LOW,37.35,2.98,69102.2,SELL NOW
2025-06-03 12:00:00,FPO_Nagpur,Apple,37.87,66.28,1317,100.57,4,500,500.0,100.0,MEDIUM,111.13,4.25,146362.79,STORE
2025-06-03 13:00:00,FPO_Nashik,Mango,23.4,66.78,1356,69.06,11,2500,1156.52,46.26,LOW,71.8,2.26,97365.18,SELL NOW
2025-06-03 14:00:00,FPO_Ahmedabad,Potato,31.65,48.98,1724,31.31,8,2500,1377.36,55.09,LOW,39.18,3.56,67548.41,STORE
2025-06-03 15:00:00,FPO_Nashik,Mango,25.82,58.38,371,66.15,7,1000,391.6,39.16,LOW,70.08,3.27,25998.64,SELL NOW
2025-06-03 16:00:00,FPO_Indore,Mango,37.26,91.79,825,53.59,8,500,500.0,100.0,HIGH,65.79,3.77,54276.42,SELL NOW
2025-06-03 17:00:00,FPO_Nagpur,Onion,26.57,64.94,1232,37.06,9,1500,1098.25,73.22,LOW,37.65,2.16,46379.05,SELL NOW
2025-06-03 18:00:00,FPO_Indore,Onion,17.95,68.35,1995,29.37,14,2000,1832.99,91.65,MEDIUM,38.11,3.94,76024.03,STORE
2025-06-03 19:00:00,FPO_Nagpur,Potato,32.86,54.6,881,20.61,8,1500,747.38,49.83,LOW,23.07,3.69,20324.85,STORE
2025-06-03 20:00:00,FPO_Lucknow,Cabbage,37.24,58.55,1544,22.9,8,1000,1000.0,100.0,MEDIUM,21.72,2.13,33530.26,SELL NOW
2025-06-03 21:00:00,FPO_Nagpur,Onion,25.43,74.69,1321,28.25,6,1500,988.66,65.91,LOW,30.99,3.07,40938.99,SELL NOW
2025-06-03 22:00:00,FPO_Surat,Onion,32.07,52.41,1392,32.0,11,2000,1150.5,57.53,LOW,23.76,3.88,33068.85,SELL NOW
2025-06-03 23:00:00,FPO_Jaipur,Onion,28.78,89.3,510,41.5,2,500,500.0,100.0,MEDIUM,49.17,4.66,25078.28,STORE
2025-06-04 00:00:00,FPO_Indore,Mango,25.7,40.76,1953,51.8,12,1000,1000.0,100.0,LOW,58.13,1.93,113535.22,STORE
2025-06-04 01:00:00,FPO_Ahmedabad,Potato,33.04,55.5,1113,31.72,7,2500,835.25,33.41,LOW,44.21,1.53,49205.77,STORE
2025-06-04 02:00:00,FPO_Surat,Mango,23.2,42.8,1566,67.55,4,2500,1159.22,46.37,LOW,65.74,2.08,102941.46,SELL NOW
2025-06-04 03:00:00,FPO_Lucknow,Apple,28.19,84.87,629,99.11,3,500,500.0,100.0,MEDIUM,98.39,4.96,61889.81,SELL NOW
2025-06-04 04:00:00,FPO_Jaipur,Mango,29.54,64.46,1057,57.51,4,1500,751.09,50.07,LOW,54.2,4.19,57285.83,SELL NOW
2025-06-04 05:00:00,FPO_Nashik,Apple,29.33,60.7,1779,93.26,4,2500,1368.52,54.74,LOW,98.09,3.65,174506.86,SELL NOW
2025-06-04 06:00:00,FPO_Surat,Tomato,23.35,70.96,1723,23.46,3,1000,1000.0,100.0,LOW,24.38,1.97,42011.97,SELL NOW
2025-06-04 07:00:00,FPO_Indore,Tomato,40.36,85.99,1996,24.96,9,2000,1578.15,78.91,HIGH,23.84,2.96,47581.97,SELL NOW
2025-06-04 08:00:00,FPO_Karnal,Apple,35.57,68.24,484,99.48,14,1500,558.39,37.23,MEDIUM,104.48,4.0,50570.62,SELL NOW
2025-06-04 09:00:00,FPO_Karnal,Apple,33.94,82.14,1861,99.85,3,2000,1325.58,66.28,MEDIUM,108.36,4.64,201664.63,SELL NOW
2025-06-04 10:00:00,FPO_Ahmedabad,Mango,36.6,60.6,1483,63.81,2,1500,856.94,57.13,LOW,67.34,2.84,99861.02,SELL NOW
2025-06-04 11:00:00,FPO_Nagpur,Apple,28.41,50.58,694,103.26,13,1000,792.37,79.24,LOW,103.86,5.0,72080.78,SELL NOW
2025-06-04 12:00:00,FPO_Ahmedabad,Potato,25.77,68.48,554,23.19,1,2000,365.26,18.26,LOW,32.05,1.99,17756.78,STORE
2025-06-04 13:00:00,FPO_Karnal,Tomato,21.47,54.54,413,27.78,11,1000,423.49,42.35,LOW,29.51,2.85,12188.18,SELL NOW
2025-06-04 14:00:00,FPO_Nashik,Tomato,23.78,75.33,1016,33.72,1,2000,569.75,28.49,LOW,35.37,4.56,35936.81,SELL NOW
2025-06-04 15:00:00,FPO_Lucknow,Cabbage,21.92,58.86,399,29.2,5,1500,518.62,34.57,LOW,34.76,3.77,13870.22,STORE
2025-06-04 16:00:00,FPO_Lucknow,Apple,24.83,63.73,1459,102.22,12,1000,1000.0,100.0,MEDIUM,101.8,4.34,148520.77,SELL NOW
2025-06-04 17:00:00,FPO_Indore,Onion,29.66,31.39,1052,27.97,12,1500,1106.55,73.77,LOW,36.09,4.68,37970.65,STORE
2025-06-04 18:00:00,FPO_Lucknow,Onion,33.48,63.13,335,35.53,5,1500,177.47,11.83,LOW,33.94,3.28,11370.03,SELL NOW
2025-06-04 19:00:00,FPO_Indore,Apple,33.32,61.36,1147,104.17,12,2000,1168.21,58.41,MEDIUM,104.12,2.32,119430.11,SELL NOW
2025-06-04 20:00:00,FPO_Surat,Potato,20.97,82.44,827,20.77,9,2000,978.18,48.91,LOW,18.01,3.93,14892.22,SELL NOW
2025-06-04 21:00:00,FPO_Indore,Onion,32.13,78.05,1116,20.41,4,1000,958.93,95.89,MEDIUM,27.73,3.47,30945.12,STORE
2025-06-04 22:00:00,FPO_Surat,Cabbage,34.86,65.36,1890,25.48,5,2500,1309.93,52.4,LOW,35.25,4.2,66623.54,STORE
2025-06-04 23:00:00,FPO_Indore,Apple,26.47,40.54,1645,96.54,13,500,500.0,100.0,LOW,98.78,3.29,162485.86,SELL NOW
2025-06-05 00:00:00,FPO_Karnal,Potato,35.19,58.4,1564,25.59,6,2000,1032.55,51.63,LOW,30.82,4.34,48201.24,STORE
2025-06-05 01:00:00,FPO_Karnal,Potato,33.25,82.46,541,23.08,13,1500,760.93,50.73,HIGH,27.91,4.66,15101.16,SELL NOW
2025-06-05 02:00:00,FPO_Nagpur,Mango,20.41,62.02,1753,51.64,10,500,500.0,100.0,LOW,56.12,4.12,98378.52,SELL NOW
2025-06-05 03:00:00,FPO_Surat,Potato,41.15,49.0,587,23.47,7,1000,311.79,31.18,LOW,20.69,4.1,12142.86,SELL NOW
2025-06-05 04:00:00,FPO_Jaipur,Onion,23.71,82.28,203,38.58,9,500,500.0,100.0,MEDIUM,38.3,3.56,7775.17,SELL NOW
2025-06-05 05:00:00,FPO_Surat,Onion,33.74,40.65,876,29.24,13,500,500.0,100.0,MEDIUM,36.04,3.15,31567.75,STORE
2025-06-05 06:00:00,FPO_Indore,Apple,33.53,63.31,1862,99.96,6,2500,1459.99,58.4,LOW,109.04,4.9,203031.57,SELL NOW
2025-06-05 07:00:00,FPO_Indore,Apple,20.66,73.37,598,98.28,1,2500,397.51,15.9,LOW,106.03,3.76,63406.21,SELL NOW
2025-06-05 08:00:00,FPO_Jaipur,Potato,29.07,66.89,1645,22.36,8,500,500.0,100.0,MEDIUM,25.44,4.44,41854.26,STORE
2025-06-05 09:00:00,FPO_Ahmedabad,Cabbage,33.45,46.38,610,32.7,14,2500,744.54,29.78,LOW,39.71,3.27,24223.95,STORE
2025-06-05 10:00:00,FPO_Indore,Tomato,20.59,51.06,412,33.28,2,2500,473.71,18.95,LOW,28.59,3.44,11779.24,SELL NOW
2025-06-05 11:00:00,FPO_Nagpur,Mango,28.6,54.53,759,57.12,9,500,500.0,100.0,LOW,50.02,3.82,37966.52,SELL NOW
2025-06-05 12:00:00,FPO_Lucknow,Tomato,33.96,76.77,757,27.64,11,2000,705.22,35.26,MEDIUM,23.76,4.05,17985.73,SELL NOW
2025-06-05 13:00:00,FPO_Lucknow,Potato,34.34,67.56,757,21.96,7,2500,713.62,28.54,LOW,39.07,3.07,29574.9,STORE
2025-06-05 14:00:00,FPO_Nashik,Potato,25.62,59.19,1271,24.06,7,500,500.0,100.0,LOW,37.45,2.75,47597.55,STORE
2025-06-05 15:00:00,FPO_Nashik,Tomato,37.27,71.13,1410,30.15,10,2000,1161.72,58.09,MEDIUM,25.16,2.34,35480.36,SELL NOW
2025-06-05 16:00:00,FPO_Lucknow,Mango,35.83,53.75,701,59.52,10,2500,553.93,22.16,LOW,61.41,2.98,43046.93,SELL NOW
2025-06-05 17:00:00,FPO_Lucknow,Tomato,29.45,76.08,1855,21.78,12,500,500.0,100.0,HIGH,22.62,2.24,41953.85,SELL NOW
2025-06-05 18:00:00,FPO_Karnal,Apple,24.05,71.76,843,99.43,5,2500,867.48,34.7,LOW,108.9,2.96,91802.88,SELL NOW
